year,industry1,industry2,industry3,occupation1,retrench
2010,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",20
2010,others,others,others,total,-
2010,others,others,others,"professionals, managers, executives and technicians",-
2010,others,others,others,"clerical, sales and services workers",-
2010,others,others,others,"production and transport operators, cleaners and labourers",-
2011,total,total,total,total,9990
2011,total,total,total,"professionals, managers, executives and technicians",4170
2011,total,total,total,"clerical, sales and services workers",1080
2011,total,total,total,"production and transport operators, cleaners and labourers",4750
2011,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,10
2011,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professionals, managers, executives and technicians",10
2011,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",-
2011,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",-
2011,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,660
2011,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professionals, managers, executives and technicians",80
2011,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",50
2011,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",520
2011,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,330
2011,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",120
2011,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2011,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",180
2011,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,630
2011,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",130
2011,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",30
2011,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",470
2011,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,2020
2011,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professionals, managers, executives and technicians",700
2011,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",90
2011,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",1230
2011,manufacturing,transport equipment,transport equipment,total,180
2011,manufacturing,transport equipment,transport equipment,"professionals, managers, executives and technicians",20
2011,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",-
2011,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",150
2011,manufacturing,other manufacturing industries,other manufacturing industries,total,640
2011,manufacturing,other manufacturing industries,other manufacturing industries,"professionals, managers, executives and technicians",40
2011,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",10
2011,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",590
2011,construction,construction,construction,total,1050
2011,construction,construction,construction,"professionals, managers, executives and technicians",150
2011,construction,construction,construction,"clerical, sales and services workers",70
2011,construction,construction,construction,"production and transport operators, cleaners and labourers",840
2011,services,wholesale and retail trade,wholesale trade,total,750
2011,services,wholesale and retail trade,wholesale trade,"professionals, managers, executives and technicians",540
2011,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",80
2011,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",140
2011,services,wholesale and retail trade,retail trade,total,300
2011,services,wholesale and retail trade,retail trade,"professionals, managers, executives and technicians",160
2011,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",70
2011,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",70
2011,services,transportation and storage,land transport and supporting services,total,70
2011,services,transportation and storage,land transport and supporting services,"professionals, managers, executives and technicians",-
2011,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",40
2011,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",30
2011,services,transportation and storage,water transport and supporting services,total,70
2011,services,transportation and storage,water transport and supporting services,"professionals, managers, executives and technicians",30
2011,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",10
2011,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",20
2011,services,transportation and storage,air transport and supporting services,total,30
2011,services,transportation and storage,air transport and supporting services,"professionals, managers, executives and technicians",-
2011,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",30
2011,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",-
2011,services,transportation and storage,other transport and storage services,total,70
2011,services,transportation and storage,other transport and storage services,"professionals, managers, executives and technicians",30
2011,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",10
2011,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",20
2011,services,accommodation and food services,accommodation,total,210
2011,services,accommodation and food services,accommodation,"professionals, managers, executives and technicians",60
2011,services,accommodation and food services,accommodation,"clerical, sales and services workers",110
2011,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",30
2011,services,accommodation and food services,food and beverage services,total,140
2011,services,accommodation and food services,food and beverage services,"professionals, managers, executives and technicians",10
2011,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",120
2011,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",20
2011,services,information and communications,"telecommunications, broadcasting and publishing",total,250
2011,services,information and communications,"telecommunications, broadcasting and publishing","professionals, managers, executives and technicians",200
2011,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",40
2011,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",10
2011,services,information and communications,it and other information services,total,250
2011,services,information and communications,it and other information services,"professionals, managers, executives and technicians",220
2011,services,information and communications,it and other information services,"clerical, sales and services workers",20
2011,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",10
2011,services,financial and insurance services,financial services,total,790
2011,services,financial and insurance services,financial services,"professionals, managers, executives and technicians",720
2011,services,financial and insurance services,financial services,"clerical, sales and services workers",70
2011,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-
2011,services,financial and insurance services,insurance services,total,70
2011,services,financial and insurance services,insurance services,"professionals, managers, executives and technicians",60
2011,services,financial and insurance services,insurance services,"clerical, sales and services workers",10
2011,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-
2011,services,real estate services,real estate services,total,130
2011,services,real estate services,real estate services,"professionals, managers, executives and technicians",50
2011,services,real estate services,real estate services,"clerical, sales and services workers",30
2011,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",60
2011,services,professionals services,"legal, accounting and management services",total,450
2011,services,professionals services,"legal, accounting and management services","professionals, managers, executives and technicians",330
2011,services,professionals services,"legal, accounting and management services","clerical, sales and services workers",40
2011,services,professionals services,"legal, accounting and management services","production and transport operators, cleaners and labourers",80
2011,services,professionals services,architectural and engineering services,total,200
2011,services,professionals services,architectural and engineering services,"professionals, managers, executives and technicians",110
2011,services,professionals services,architectural and engineering services,"clerical, sales and services workers",30
2011,services,professionals services,architectural and engineering services,"production and transport operators, cleaners and labourers",60
2011,services,professionals services,other professionals services,total,290
2011,services,professionals services,other professionals services,"professionals, managers, executives and technicians",260
2011,services,professionals services,other professionals services,"clerical, sales and services workers",10
2011,services,professionals services,other professionals services,"production and transport operators, cleaners and labourers",20
2011,services,administrative and support services,security and investigation,total,-
2011,services,administrative and support services,security and investigation,"professionals, managers, executives and technicians",-
2011,services,administrative and support services,security and investigation,"clerical, sales and services workers",-
2011,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",-
2011,services,administrative and support services,cleaning and landscaping,total,20
2011,services,administrative and support services,cleaning and landscaping,"professionals, managers, executives and technicians",-
2011,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",-
2011,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",10
2011,services,administrative and support services,other adminstrative and support services,total,80
2011,services,administrative and support services,other adminstrative and support services,"professionals, managers, executives and technicians",50
2011,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",10
2011,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",30
2011,services,"community, social and personal services",public administration and education,total,10
2011,services,"community, social and personal services",public administration and education,"professionals, managers, executives and technicians",10
2011,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",10
2011,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",-
2011,services,"community, social and personal services",health and social services,total,-
2011,services,"community, social and personal services",health and social services,"professionals, managers, executives and technicians",-
2011,services,"community, social and personal services",health and social services,"clerical, sales and services workers",-
2011,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",-
2011,services,"community, social and personal services","arts, entertainment and recreation",total,50
2011,services,"community, social and personal services","arts, entertainment and recreation","professionals, managers, executives and technicians",10
2011,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",40
2011,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",-
2011,services,"community, social and personal services","other community, social and personal services",total,190
2011,services,"community, social and personal services","other community, social and personal services","professionals, managers, executives and technicians",30
2011,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",40
2011,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",120
2011,others,others,others,total,50
2011,others,others,others,"professionals, managers, executives and technicians",20
2011,others,others,others,"clerical, sales and services workers",-
2011,others,others,others,"production and transport operators, cleaners and labourers",30
2012,total,total,total,total,11010
2012,total,total,total,"professionals, managers, executives and technicians",5960
2012,total,total,total,"clerical, sales and services workers",1480
2012,total,total,total,"production and transport operators, cleaners and labourers",3570
2012,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,30
2012,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professionals, managers, executives and technicians",-
2012,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",10
2012,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",20
2012,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,590
2012,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professionals, managers, executives and technicians",70
2012,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",10
2012,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",510
2012,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,240
2012,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",150
2012,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2012,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",70
2012,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,750
2012,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",240
2012,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",30
2012,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",480
2012,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,1790
2012,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professionals, managers, executives and technicians",960
2012,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",170
2012,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",670
2012,manufacturing,transport equipment,transport equipment,total,130
2012,manufacturing,transport equipment,transport equipment,"professionals, managers, executives and technicians",20
2012,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",-
2012,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",100
2012,manufacturing,other manufacturing industries,other manufacturing industries,total,540
2012,manufacturing,other manufacturing industries,other manufacturing industries,"professionals, managers, executives and technicians",190
2012,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",40
2012,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",310
2012,construction,construction,construction,total,650
2012,construction,construction,construction,"professionals, managers, executives and technicians",90
2012,construction,construction,construction,"clerical, sales and services workers",30
2012,construction,construction,construction,"production and transport operators, cleaners and labourers",530
2012,services,wholesale and retail trade,wholesale trade,total,1270
2012,services,wholesale and retail trade,wholesale trade,"professionals, managers, executives and technicians",880
2012,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",180
2012,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",210
2012,services,wholesale and retail trade,retail trade,total,560
2012,services,wholesale and retail trade,retail trade,"professionals, managers, executives and technicians",100
2012,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",430
2012,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",30
2012,services,transportation and storage,land transport and supporting services,total,10
2012,services,transportation and storage,land transport and supporting services,"professionals, managers, executives and technicians",-
2012,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",-
2012,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",-
2012,services,transportation and storage,water transport and supporting services,total,150
2012,services,transportation and storage,water transport and supporting services,"professionals, managers, executives and technicians",110
2012,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",30
2012,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",20
2012,services,transportation and storage,air transport and supporting services,total,10
2012,services,transportation and storage,air transport and supporting services,"professionals, managers, executives and technicians",10
2012,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",-
2012,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",-
2012,services,transportation and storage,other transport and storage services,total,110
2012,services,transportation and storage,other transport and storage services,"professionals, managers, executives and technicians",40
2012,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",30
2012,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",40
2012,services,accommodation and food services,accommodation,total,100
2012,services,accommodation and food services,accommodation,"professionals, managers, executives and technicians",10
2012,services,accommodation and food services,accommodation,"clerical, sales and services workers",60
2012,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",30
2012,services,accommodation and food services,food and beverage services,total,170
2012,services,accommodation and food services,food and beverage services,"professionals, managers, executives and technicians",10
2012,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",110
2012,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",50
2012,services,information and communications,"telecommunications, broadcasting and publishing",total,340
2012,services,information and communications,"telecommunications, broadcasting and publishing","professionals, managers, executives and technicians",320
2012,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",20
2012,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2012,services,information and communications,it and other information services,total,390
2012,services,information and communications,it and other information services,"professionals, managers, executives and technicians",350
2012,services,information and communications,it and other information services,"clerical, sales and services workers",40
2012,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-
2012,services,financial and insurance services,financial services,total,1310
2012,services,financial and insurance services,financial services,"professionals, managers, executives and technicians",1240
2012,services,financial and insurance services,financial services,"clerical, sales and services workers",60
2012,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-
2012,services,financial and insurance services,insurance services,total,80
2012,services,financial and insurance services,insurance services,"professionals, managers, executives and technicians",60
2012,services,financial and insurance services,insurance services,"clerical, sales and services workers",20
2012,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-
2012,services,real estate services,real estate services,total,60
2012,services,real estate services,real estate services,"professionals, managers, executives and technicians",10
2012,services,real estate services,real estate services,"clerical, sales and services workers",-
2012,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",40
2012,services,professionals services,"legal, accounting and management services",total,560
2012,services,professionals services,"legal, accounting and management services","professionals, managers, executives and technicians",490
2012,services,professionals services,"legal, accounting and management services","clerical, sales and services workers",40
2012,services,professionals services,"legal, accounting and management services","production and transport operators, cleaners and labourers",20
2012,services,professionals services,architectural and engineering services,total,470
2012,services,professionals services,architectural and engineering services,"professionals, managers, executives and technicians",150
2012,services,professionals services,architectural and engineering services,"clerical, sales and services workers",10
2012,services,professionals services,architectural and engineering services,"production and transport operators, cleaners and labourers",310
2012,services,professionals services,other professionals services,total,200
2012,services,professionals services,other professionals services,"professionals, managers, executives and technicians",180
2012,services,professionals services,other professionals services,"clerical, sales and services workers",10
2012,services,professionals services,other professionals services,"production and transport operators, cleaners and labourers",10
2012,services,administrative and support services,security and investigation,total,20
2012,services,administrative and support services,security and investigation,"professionals, managers, executives and technicians",-
2012,services,administrative and support services,security and investigation,"clerical, sales and services workers",10
2012,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",-
2012,services,administrative and support services,cleaning and landscaping,total,20
2012,services,administrative and support services,cleaning and landscaping,"professionals, managers, executives and technicians",-
2012,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",-
2012,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",20
2012,services,administrative and support services,other adminstrative and support services,total,240
2012,services,administrative and support services,other adminstrative and support services,"professionals, managers, executives and technicians",170
2012,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",20
2012,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",50
2012,services,"community, social and personal services",public administration and education,total,50
2012,services,"community, social and personal services",public administration and education,"professionals, managers, executives and technicians",30
2012,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",20
2012,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",-
2012,services,"community, social and personal services",health and social services,total,40
2012,services,"community, social and personal services",health and social services,"professionals, managers, executives and technicians",30
2012,services,"community, social and personal services",health and social services,"clerical, sales and services workers",-
2012,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",-
2012,services,"community, social and personal services","arts, entertainment and recreation",total,100
2012,services,"community, social and personal services","arts, entertainment and recreation","professionals, managers, executives and technicians",30
2012,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",50
2012,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",20
2012,services,"community, social and personal services","other community, social and personal services",total,60
2012,services,"community, social and personal services","other community, social and personal services","professionals, managers, executives and technicians",10
2012,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",40
2012,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",10
2012,others,others,others,total,10
2012,others,others,others,"professionals, managers, executives and technicians",10
2012,others,others,others,"clerical, sales and services workers",-
2012,others,others,others,"production and transport operators, cleaners and labourers",-
2013,total,total,total,total,11560
2013,total,total,total,"professionals, managers, executives and technicians",6430
2013,total,total,total,"clerical, sales and services workers",1140
2013,total,total,total,"production and transport operators, cleaners and labourers",4000
2013,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,40
2013,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professionals, managers, executives and technicians",-
2013,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",20
2013,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",20
2013,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,380
2013,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professionals, managers, executives and technicians",80
2013,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",20
2013,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",280
2013,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,220
2013,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",90
2013,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2013,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",110
2013,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,690
2013,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",260
2013,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",50
2013,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",390
2013,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,2280
2013,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professionals, managers, executives and technicians",1050
2013,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",230
2013,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",990
2013,manufacturing,transport equipment,transport equipment,total,200
2013,manufacturing,transport equipment,transport equipment,"professionals, managers, executives and technicians",100
2013,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",10
2013,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",90
2013,manufacturing,other manufacturing industries,other manufacturing industries,total,1200
2013,manufacturing,other manufacturing industries,other manufacturing industries,"professionals, managers, executives and technicians",440
2013,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",50
2013,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",710
2013,construction,construction,construction,total,1120
2013,construction,construction,construction,"professionals, managers, executives and technicians",220
2013,construction,construction,construction,"clerical, sales and services workers",30
2013,construction,construction,construction,"production and transport operators, cleaners and labourers",870
2013,services,wholesale and retail trade,wholesale trade,total,1180
2013,services,wholesale and retail trade,wholesale trade,"professionals, managers, executives and technicians",890
2013,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",140
2013,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",160
2013,services,wholesale and retail trade,retail trade,total,100
2013,services,wholesale and retail trade,retail trade,"professionals, managers, executives and technicians",20
2013,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",70
2013,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",10
2013,services,transportation and storage,land transport and supporting services,total,10
2013,services,transportation and storage,land transport and supporting services,"professionals, managers, executives and technicians",-
2013,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",10
2013,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",-
2013,services,transportation and storage,water transport and supporting services,total,130
2013,services,transportation and storage,water transport and supporting services,"professionals, managers, executives and technicians",70
2013,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",10
2013,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",50
2013,services,transportation and storage,air transport and supporting services,total,100
2013,services,transportation and storage,air transport and supporting services,"professionals, managers, executives and technicians",90
2013,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",10
2013,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",-
2013,services,transportation and storage,other transport and storage services,total,210
2013,services,transportation and storage,other transport and storage services,"professionals, managers, executives and technicians",90
2013,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",20
2013,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",100
2013,services,accommodation and food services,accommodation,total,10
2013,services,accommodation and food services,accommodation,"professionals, managers, executives and technicians",-
2013,services,accommodation and food services,accommodation,"clerical, sales and services workers",10
2013,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",-
2013,services,accommodation and food services,food and beverage services,total,210
2013,services,accommodation and food services,food and beverage services,"professionals, managers, executives and technicians",40
2013,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",110
2013,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",70
2013,services,information and communications,"telecommunications, broadcasting and publishing",total,480
2013,services,information and communications,"telecommunications, broadcasting and publishing","professionals, managers, executives and technicians",450
2013,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",30
2013,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2013,services,information and communications,it and other information services,total,360
2013,services,information and communications,it and other information services,"professionals, managers, executives and technicians",340
2013,services,information and communications,it and other information services,"clerical, sales and services workers",20
2013,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-
2013,services,financial and insurance services,financial services,total,1230
2013,services,financial and insurance services,financial services,"professionals, managers, executives and technicians",1170
2013,services,financial and insurance services,financial services,"clerical, sales and services workers",60
2013,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-
2013,services,financial and insurance services,insurance services,total,40
2013,services,financial and insurance services,insurance services,"professionals, managers, executives and technicians",30
2013,services,financial and insurance services,insurance services,"clerical, sales and services workers",-
2013,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-
2013,services,real estate services,real estate services,total,30
2013,services,real estate services,real estate services,"professionals, managers, executives and technicians",10
2013,services,real estate services,real estate services,"clerical, sales and services workers",10
2013,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",10
2013,services,professionals services,"legal, accounting and management services",total,590
2013,services,professionals services,"legal, accounting and management services","professionals, managers, executives and technicians",550
2013,services,professionals services,"legal, accounting and management services","clerical, sales and services workers",40
2013,services,professionals services,"legal, accounting and management services","production and transport operators, cleaners and labourers",10
2013,services,professionals services,architectural and engineering services,total,240
2013,services,professionals services,architectural and engineering services,"professionals, managers, executives and technicians",160
2013,services,professionals services,architectural and engineering services,"clerical, sales and services workers",20
2013,services,professionals services,architectural and engineering services,"production and transport operators, cleaners and labourers",70
2013,services,professionals services,other professionals services,total,120
2013,services,professionals services,other professionals services,"professionals, managers, executives and technicians",120
2013,services,professionals services,other professionals services,"clerical, sales and services workers",10
2013,services,professionals services,other professionals services,"production and transport operators, cleaners and labourers",-
2013,services,administrative and support services,security and investigation,total,-
2013,services,administrative and support services,security and investigation,"professionals, managers, executives and technicians",-
2013,services,administrative and support services,security and investigation,"clerical, sales and services workers",-
2013,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",-
2013,services,administrative and support services,cleaning and landscaping,total,10
2013,services,administrative and support services,cleaning and landscaping,"professionals, managers, executives and technicians",-
2013,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",-
2013,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",10
2013,services,administrative and support services,other adminstrative and support services,total,190
