year,industry1,industry2,occupation1,retrench
2011,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2011,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",180
2011,manufacturing,"fabricated metal products, machinery and equipment",total,630
2011,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",130
2011,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",30
2011,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",470
2011,manufacturing,"electronic, computer and optical products",total,2020
2011,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",700
2011,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",90
2011,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",1230
2011,manufacturing,transport equipment,total,180
2011,manufacturing,transport equipment,"professionals, managers, executives and technicians",20
2011,manufacturing,transport equipment,"clerical, sales and services workers",-
2011,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",150
2011,manufacturing,other manufacturing industries,total,640
2011,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",40
2011,manufacturing,other manufacturing industries,"clerical, sales and services workers",10
2011,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",590
2011,construction,construction,total,1050
2011,construction,construction,"professionals, managers, executives and technicians",150
2011,construction,construction,"clerical, sales and services workers",70
2011,construction,construction,"production and transport operators, cleaners and labourers",840
2011,services,wholesale and retail trade,total,1050
2011,services,wholesale and retail trade,"professionals, managers, executives and technicians",700
2011,services,wholesale and retail trade,"clerical, sales and services workers",150
2011,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",200
2011,services,transportation and storage,total,230
2011,services,transportation and storage,"professionals, managers, executives and technicians",70
2011,services,transportation and storage,"clerical, sales and services workers",100
2011,services,transportation and storage,"production and transport operators, cleaners and labourers",70
2011,services,accommodation and food services,total,350
2011,services,accommodation and food services,"professionals, managers, executives and technicians",70
2011,services,accommodation and food services,"clerical, sales and services workers",230
2011,services,accommodation and food services,"production and transport operators, cleaners and labourers",50
2011,services,information and communications,total,500
2011,services,information and communications,"professionals, managers, executives and technicians",430
2011,services,information and communications,"clerical, sales and services workers",60
2011,services,information and communications,"production and transport operators, cleaners and labourers",20
2011,services,financial and insurance services,total,860
2011,services,financial and insurance services,"professionals, managers, executives and technicians",780
2011,services,financial and insurance services,"clerical, sales and services workers",80
2011,services,financial and insurance services,"production and transport operators, cleaners and labourers",-
2011,services,real estate services,total,130
2011,services,real estate services,"professionals, managers, executives and technicians",50
2011,services,real estate services,"clerical, sales and services workers",30
2011,services,real estate services,"production and transport operators, cleaners and labourers",60
2011,services,professionals services,total,940
2011,services,professionals services,"professionals, managers, executives and technicians",710
2011,services,professionals services,"clerical, sales and services workers",70
2011,services,professionals services,"production and transport operators, cleaners and labourers",160
2011,services,administrative and support services,total,100
2011,services,administrative and support services,"professionals, managers, executives and technicians",50
2011,services,administrative and support services,"clerical, sales and services workers",10
2011,services,administrative and support services,"production and transport operators, cleaners and labourers",40
2011,services,"community, social and personal services",total,260
2011,services,"community, social and personal services","professionals, managers, executives and technicians",50
2011,services,"community, social and personal services","clerical, sales and services workers",90
2011,services,"community, social and personal services","production and transport operators, cleaners and labourers",130
2011,others,others,total,50
2011,others,others,"professionals, managers, executives and technicians",20
2011,others,others,"clerical, sales and services workers",-
2011,others,others,"production and transport operators, cleaners and labourers",30
2012,total,total,total,11010
2012,total,total,"professionals, managers, executives and technicians",5960
2012,total,total,"clerical, sales and services workers",1480
2012,total,total,"production and transport operators, cleaners and labourers",3570
2012,manufacturing,"food, beverages and tobacco",total,30
2012,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",-
2012,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",10
2012,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",20
2012,manufacturing,"paper,rubber,plastic products and printing",total,590
2012,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",70
2012,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",10
2012,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",510
2012,manufacturing,"petroleum, chemical and pharmaceutical products",total,240
2012,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",150
2012,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2012,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",70
2012,manufacturing,"fabricated metal products, machinery and equipment",total,750
2012,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",240
2012,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",30
2012,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",480
2012,manufacturing,"electronic, computer and optical products",total,1790
2012,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",960
2012,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",170
2012,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",670
2012,manufacturing,transport equipment,total,130
2012,manufacturing,transport equipment,"professionals, managers, executives and technicians",20
2012,manufacturing,transport equipment,"clerical, sales and services workers",-
2012,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",100
2012,manufacturing,other manufacturing industries,total,540
2012,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",190
2012,manufacturing,other manufacturing industries,"clerical, sales and services workers",40
2012,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",310
2012,construction,construction,total,650
2012,construction,construction,"professionals, managers, executives and technicians",90
2012,construction,construction,"clerical, sales and services workers",30
2012,construction,construction,"production and transport operators, cleaners and labourers",530
2012,services,wholesale and retail trade,total,1830
2012,services,wholesale and retail trade,"professionals, managers, executives and technicians",990
2012,services,wholesale and retail trade,"clerical, sales and services workers",610
2012,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",240
2012,services,transportation and storage,total,280
2012,services,transportation and storage,"professionals, managers, executives and technicians",160
2012,services,transportation and storage,"clerical, sales and services workers",60
2012,services,transportation and storage,"production and transport operators, cleaners and labourers",60
2012,services,accommodation and food services,total,270
2012,services,accommodation and food services,"professionals, managers, executives and technicians",20
2012,services,accommodation and food services,"clerical, sales and services workers",170
2012,services,accommodation and food services,"production and transport operators, cleaners and labourers",80
2012,services,information and communications,total,730
2012,services,information and communications,"professionals, managers, executives and technicians",670
2012,services,information and communications,"clerical, sales and services workers",60
2012,services,information and communications,"production and transport operators, cleaners and labourers",-
2012,services,financial and insurance services,total,1380
2012,services,financial and insurance services,"professionals, managers, executives and technicians",1300
2012,services,financial and insurance services,"clerical, sales and services workers",80
2012,services,financial and insurance services,"production and transport operators, cleaners and labourers",-
2012,services,real estate services,total,60
2012,services,real estate services,"professionals, managers, executives and technicians",10
2012,services,real estate services,"clerical, sales and services workers",-
2012,services,real estate services,"production and transport operators, cleaners and labourers",40
2012,services,professionals services,total,1230
2012,services,professionals services,"professionals, managers, executives and technicians",820
2012,services,professionals services,"clerical, sales and services workers",60
2012,services,professionals services,"production and transport operators, cleaners and labourers",350
2012,services,administrative and support services,total,280
2012,services,administrative and support services,"professionals, managers, executives and technicians",170
2012,services,administrative and support services,"clerical, sales and services workers",30
2012,services,administrative and support services,"production and transport operators, cleaners and labourers",70
2012,services,"community, social and personal services",total,240
2012,services,"community, social and personal services","professionals, managers, executives and technicians",100
2012,services,"community, social and personal services","clerical, sales and services workers",110
2012,services,"community, social and personal services","production and transport operators, cleaners and labourers",30
2012,others,others,total,10
2012,others,others,"professionals, managers, executives and technicians",10
2012,others,others,"clerical, sales and services workers",-
2012,others,others,"production and transport operators, cleaners and labourers",-
2013,total,total,total,11560
2013,total,total,"professionals, managers, executives and technicians",6430
2013,total,total,"clerical, sales and services workers",1140
2013,total,total,"production and transport operators, cleaners and labourers",4000
2013,manufacturing,"food, beverages and tobacco",total,40
2013,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",-
2013,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",20
2013,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",20
2013,manufacturing,"paper,rubber,plastic products and printing",total,380
2013,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",80
2013,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",20
2013,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",280
2013,manufacturing,"petroleum, chemical and pharmaceutical products",total,220
2013,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",90
2013,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2013,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",110
2013,manufacturing,"fabricated metal products, machinery and equipment",total,690
2013,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",260
2013,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",50
2013,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",390
2013,manufacturing,"electronic, computer and optical products",total,2280
2013,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",1050
2013,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",230
2013,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",990
2013,manufacturing,transport equipment,total,200
2013,manufacturing,transport equipment,"professionals, managers, executives and technicians",100
2013,manufacturing,transport equipment,"clerical, sales and services workers",10
2013,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",90
2013,manufacturing,other manufacturing industries,total,1200
2013,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",440
2013,manufacturing,other manufacturing industries,"clerical, sales and services workers",50
2013,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",710
2013,construction,construction,total,1120
2013,construction,construction,"professionals, managers, executives and technicians",220
2013,construction,construction,"clerical, sales and services workers",30
2013,construction,construction,"production and transport operators, cleaners and labourers",870
2013,services,wholesale and retail trade,total,1280
2013,services,wholesale and retail trade,"professionals, managers, executives and technicians",910
2013,services,wholesale and retail trade,"clerical, sales and services workers",200
2013,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",170
2013,services,transportation and storage,total,450
2013,services,transportation and storage,"professionals, managers, executives and technicians",240
2013,services,transportation and storage,"clerical, sales and services workers",50
2013,services,transportation and storage,"production and transport operators, cleaners and labourers",150
2013,services,accommodation and food services,total,220
2013,services,accommodation and food services,"professionals, managers, executives and technicians",40
2013,services,accommodation and food services,"clerical, sales and services workers",120
2013,services,accommodation and food services,"production and transport operators, cleaners and labourers",70
2013,services,information and communications,total,840
2013,services,information and communications,"professionals, managers, executives and technicians",790
2013,services,information and communications,"clerical, sales and services workers",40
2013,services,information and communications,"production and transport operators, cleaners and labourers",-
2013,services,financial and insurance services,total,1270
2013,services,financial and insurance services,"professionals, managers, executives and technicians",1200
2013,services,financial and insurance services,"clerical, sales and services workers",60
2013,services,financial and insurance services,"production and transport operators, cleaners and labourers",-
2013,services,real estate services,total,30
2013,services,real estate services,"professionals, managers, executives and technicians",10
2013,services,real estate services,"clerical, sales and services workers",10
2013,services,real estate services,"production and transport operators, cleaners and labourers",10
2013,services,professionals services,total,960
2013,services,professionals services,"professionals, managers, executives and technicians",830
2013,services,professionals services,"clerical, sales and services workers",60
2013,services,professionals services,"production and transport operators, cleaners and labourers",70
2013,services,administrative and support services,total,210
2013,services,administrative and support services,"professionals, managers, executives and technicians",120
2013,services,administrative and support services,"clerical, sales and services workers",40
2013,services,administrative and support services,"production and transport operators, cleaners and labourers",40
2013,services,"community, social and personal services",total,190
2013,services,"community, social and personal services","professionals, managers, executives and technicians",50
2013,services,"community, social and personal services","clerical, sales and services workers",120
2013,services,"community, social and personal services","production and transport operators, cleaners and labourers",20
2013,others,others,total,10
2013,others,others,"professionals, managers, executives and technicians",10
2013,others,others,"clerical, sales and services workers",-
2013,others,others,"production and transport operators, cleaners and labourers",10
2014,total,total,total,12930
2014,total,total,"professionals, managers, executives and technicians",6530
2014,total,total,"clerical, sales and services workers",1860
2014,total,total,"production and transport operators, cleaners and labourers",4540
2014,manufacturing,"food, beverages and tobacco",total,120
2014,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",10
2014,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",10
2014,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",90
2014,manufacturing,"paper,rubber,plastic products and printing",total,150
2014,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",40
2014,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",10
2014,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",110
2014,manufacturing,"petroleum, chemical and pharmaceutical products",total,170
2014,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",110
2014,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",10
2014,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",50
2014,manufacturing,"fabricated metal products, machinery and equipment",total,1350
2014,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",370
2014,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",30
2014,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",940
2014,manufacturing,"electronic, computer and optical products",total,1290
2014,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",600
2014,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",180
2014,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",500
2014,manufacturing,transport equipment,total,440
2014,manufacturing,transport equipment,"professionals, managers, executives and technicians",120
2014,manufacturing,transport equipment,"clerical, sales and services workers",10
2014,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",310
2014,manufacturing,other manufacturing industries,total,460
2014,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",120
2014,manufacturing,other manufacturing industries,"clerical, sales and services workers",10
2014,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",330
2014,construction,construction,total,1690
2014,construction,construction,"professionals, managers, executives and technicians",130
2014,construction,construction,"clerical, sales and services workers",70
2014,construction,construction,"production and transport operators, cleaners and labourers",1500
2014,services,wholesale and retail trade,total,2190
2014,services,wholesale and retail trade,"professionals, managers, executives and technicians",1170
2014,services,wholesale and retail trade,"clerical, sales and services workers",820
2014,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",190
2014,services,transportation and storage,total,470
2014,services,transportation and storage,"professionals, managers, executives and technicians",220
2014,services,transportation and storage,"clerical, sales and services workers",140
2014,services,transportation and storage,"production and transport operators, cleaners and labourers",110
2014,services,accommodation and food services,total,380
2014,services,accommodation and food services,"professionals, managers, executives and technicians",90
2014,services,accommodation and food services,"clerical, sales and services workers",220
2014,services,accommodation and food services,"production and transport operators, cleaners and labourers",70
2014,services,information and communications,total,810
2014,services,information and communications,"professionals, managers, executives and technicians",750
2014,services,information and communications,"clerical, sales and services workers",50
2014,services,information and communications,"production and transport operators, cleaners and labourers",10
2014,services,financial and insurance services,total,1350
2014,services,financial and insurance services,"professionals, managers, executives and technicians",1260
2014,services,financial and insurance services,"clerical, sales and services workers",80
2014,services,financial and insurance services,"production and transport operators, cleaners and labourers",10
2014,services,real estate services,total,90
2014,services,real estate services,"professionals, managers, executives and technicians",30
2014,services,real estate services,"clerical, sales and services workers",10
2014,services,real estate services,"production and transport operators, cleaners and labourers",50
2014,services,professionals services,total,1520
2014,services,professionals services,"professionals, managers, executives and technicians",1280
2014,services,professionals services,"clerical, sales and services workers",80
2014,services,professionals services,"production and transport operators, cleaners and labourers",170
2014,services,administrative and support services,total,340
2014,services,administrative and support services,"professionals, managers, executives and technicians",150
2014,services,administrative and support services,"clerical, sales and services workers",110
2014,services,administrative and support services,"production and transport operators, cleaners and labourers",70
2014,services,"community, social and personal services",total,130
2014,services,"community, social and personal services","professionals, managers, executives and technicians",80
2014,services,"community, social and personal services","clerical, sales and services workers",20
2014,services,"community, social and personal services","production and transport operators, cleaners and labourers",30
2014,others,others,total,10
2014,others,others,"professionals, managers, executives and technicians",10
2014,others,others,"clerical, sales and services workers",-
2014,others,others,"production and transport operators, cleaners and labourers",-
2015,total,total,total,15580
2015,total,total,"professionals, managers, executives and technicians",8550
2015,total,total,"clerical, sales and services workers",1550
2015,total,total,"production and transport operators, cleaners and labourers",5480
2015,manufacturing,"food, beverages and tobacco",total,80
2015,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",10
2015,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",40
2015,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",30
2015,manufacturing,"paper,rubber,plastic products and printing",total,570
2015,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",50
2015,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",30
2015,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",500
2015,manufacturing,"petroleum, chemical and pharmaceutical products",total,320
2015,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",230
2015,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2015,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",70
2015,manufacturing,"fabricated metal products, machinery and equipment",total,1780
2015,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",670
2015,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",130
2015,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",990
2015,manufacturing,"electronic, computer and optical products",total,1630
2015,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",820
2015,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",50
2015,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",760
2015,manufacturing,transport equipment,total,570
2015,manufacturing,transport equipment,"professionals, managers, executives and technicians",140
2015,manufacturing,transport equipment,"clerical, sales and services workers",10
2015,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",420
2015,manufacturing,other manufacturing industries,total,260
2015,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",140
2015,manufacturing,other manufacturing industries,"clerical, sales and services workers",30
2015,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",90
2015,construction,construction,total,1780
2015,construction,construction,"professionals, managers, executives and technicians",190
2015,construction,construction,"clerical, sales and services workers",80
2015,construction,construction,"production and transport operators, cleaners and labourers",1510
2015,services,wholesale and retail trade,total,2180
2015,services,wholesale and retail trade,"professionals, managers, executives and technicians",1610
2015,services,wholesale and retail trade,"clerical, sales and services workers",320
2015,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",250
2015,services,transportation and storage,total,690
2015,services,transportation and storage,"professionals, managers, executives and technicians",240
2015,services,transportation and storage,"clerical, sales and services workers",190
2015,services,transportation and storage,"production and transport operators, cleaners and labourers",270
2015,services,accommodation and food services,total,200
2015,services,accommodation and food services,"professionals, managers, executives and technicians",30
2015,services,accommodation and food services,"clerical, sales and services workers",130
2015,services,accommodation and food services,"production and transport operators, cleaners and labourers",50
2015,services,information and communications,total,730
2015,services,information and communications,"professionals, managers, executives and technicians",670
2015,services,information and communications,"clerical, sales and services workers",50
2015,services,information and communications,"production and transport operators, cleaners and labourers",-
2015,services,financial and insurance services,total,1760
2015,services,financial and insurance services,"professionals, managers, executives and technicians",1610
2015,services,financial and insurance services,"clerical, sales and services workers",90
2015,services,financial and insurance services,"production and transport operators, cleaners and labourers",70
2015,services,real estate services,total,50
2015,services,real estate services,"professionals, managers, executives and technicians",20
2015,services,real estate services,"clerical, sales and services workers",20
2015,services,real estate services,"production and transport operators, cleaners and labourers",-
2015,services,professionals services,total,2290
2015,services,professionals services,"professionals, managers, executives and technicians",1830
2015,services,professionals services,"clerical, sales and services workers",180
2015,services,professionals services,"production and transport operators, cleaners and labourers",280
2015,services,administrative and support services,total,380
2015,services,administrative and support services,"professionals, managers, executives and technicians",120
2015,services,administrative and support services,"clerical, sales and services workers",120
2015,services,administrative and support services,"production and transport operators, cleaners and labourers",140
2015,services,"community, social and personal services",total,230
2015,services,"community, social and personal services","professionals, managers, executives and technicians",130
2015,services,"community, social and personal services","clerical, sales and services workers",70
2015,services,"community, social and personal services","production and transport operators, cleaners and labourers",40
2015,others,others,total,80
2015,others,others,"professionals, managers, executives and technicians",60
2015,others,others,"clerical, sales and services workers",10
2015,others,others,"production and transport operators, cleaners and labourers",10
2016,total,total,total,19170
2016,total,total,"professionals, managers, executives and technicians",10890
2016,total,total,"clerical, sales and services workers",2100
2016,total,total,"production and transport operators, cleaners and labourers",6190
2016,manufacturing,"food, beverages and tobacco",total,330
2016,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",110
2016,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",20
2016,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",200
2016,manufacturing,"paper,rubber,plastic products and printing",total,410
2016,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",80
2016,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",30
2016,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",300
2016,manufacturing,"petroleum, chemical and pharmaceutical products",total,360
2016,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",240
2016,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",10
2016,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",110
2016,manufacturing,"fabricated metal products, machinery and equipment",total,2400
2016,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",1070
2016,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",170
2016,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1160
2016,manufacturing,"electronic, computer and optical products",total,1670
2016,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",1080
2016,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",90
2016,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",510
2016,manufacturing,transport equipment,total,720
2016,manufacturing,transport equipment,"professionals, managers, executives and technicians",120
2016,manufacturing,transport equipment,"clerical, sales and services workers",30
2016,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",570
2016,manufacturing,other manufacturing industries,total,390
2016,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",90
2016,manufacturing,other manufacturing industries,"clerical, sales and services workers",20
2016,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",270
2016,construction,construction,total,1920
2016,construction,construction,"professionals, managers, executives and technicians",230
2016,construction,construction,"clerical, sales and services workers",80
2016,construction,construction,"production and transport operators, cleaners and labourers",1610
2016,services,wholesale and retail trade,total,2380
2016,services,wholesale and retail trade,"professionals, managers, executives and technicians",1620
2016,services,wholesale and retail trade,"clerical, sales and services workers",310
2016,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",450
2016,services,transportation and storage,total,870
2016,services,transportation and storage,"professionals, managers, executives and technicians",430
2016,services,transportation and storage,"clerical, sales and services workers",180
2016,services,transportation and storage,"production and transport operators, cleaners and labourers",260
2016,services,accommodation and food services,total,350
2016,services,accommodation and food services,"professionals, managers, executives and technicians",70
2016,services,accommodation and food services,"clerical, sales and services workers",190
2016,services,accommodation and food services,"production and transport operators, cleaners and labourers",80
2016,services,information and communications,total,970
2016,services,information and communications,"professionals, managers, executives and technicians",920
2016,services,information and communications,"clerical, sales and services workers",50
2016,services,information and communications,"production and transport operators, cleaners and labourers",10
2016,services,financial and insurance services,total,2310
2016,services,financial and insurance services,"professionals, managers, executives and technicians",2090
2016,services,financial and insurance services,"clerical, sales and services workers",210
2016,services,financial and insurance services,"production and transport operators, cleaners and labourers",-
2016,services,real estate services,total,90
2016,services,real estate services,"professionals, managers, executives and technicians",60
2016,services,real estate services,"clerical, sales and services workers",20
2016,services,real estate services,"production and transport operators, cleaners and labourers",-
2016,services,professionals services,total,2740
2016,services,professionals services,"professionals, managers, executives and technicians",2330
2016,services,professionals services,"clerical, sales and services workers",160
2016,services,professionals services,"production and transport operators, cleaners and labourers",250
2016,services,administrative and support services,total,340
2016,services,administrative and support services,"professionals, managers, executives and technicians",120
2016,services,administrative and support services,"clerical, sales and services workers",60
2016,services,administrative and support services,"production and transport operators, cleaners and labourers",160
2016,services,"community, social and personal services",total,850
2016,services,"community, social and personal services","professionals, managers, executives and technicians",170
2016,services,"community, social and personal services","clerical, sales and services workers",470
2016,services,"community, social and personal services","production and transport operators, cleaners and labourers",210
2016,others,others,total,100
2016,others,others,"professionals, managers, executives and technicians",50
2016,others,others,"clerical, sales and services workers",10
2016,others,others,"production and transport operators, cleaners and labourers",40
2017,total,total,total,14720
2017,total,total,"professionals, managers, executives and technicians",8700
2017,total,total,"clerical, sales and services workers",1550
2017,total,total,"production and transport operators, cleaners and labourers",4480
2017,manufacturing,"food, beverages and tobacco",total,190
2017,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",90
2017,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",10
2017,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",100
2017,manufacturing,"paper,rubber,plastic products and printing",total,480
2017,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",180
2017,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",50
2017,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",250
2017,manufacturing,"petroleum, chemical and pharmaceutical products",total,300
2017,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",170
2017,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2017,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",120
2017,manufacturing,"fabricated metal products, machinery and equipment",total,930
2017,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",440
2017,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",110
2017,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",390
2017,manufacturing,"electronic, computer and optical products",total,920
2017,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",620
2017,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",10
2017,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",300
2017,manufacturing,transport equipment,total,820
2017,manufacturing,transport equipment,"professionals, managers, executives and technicians",170
2017,manufacturing,transport equipment,"clerical, sales and services workers",40
2017,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",610
2017,manufacturing,other manufacturing industries,total,150
2017,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",60
2017,manufacturing,other manufacturing industries,"clerical, sales and services workers",10
2017,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",80
2017,construction,construction,total,2020
2017,construction,construction,"professionals, managers, executives and technicians",420
2017,construction,construction,"clerical, sales and services workers",90
2017,construction,construction,"production and transport operators, cleaners and labourers",1510
2017,services,wholesale and retail trade,total,2180
2017,services,wholesale and retail trade,"professionals, managers, executives and technicians",1590
2017,services,wholesale and retail trade,"clerical, sales and services workers",350
2017,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",240
2017,services,transportation and storage,total,890
2017,services,transportation and storage,"professionals, managers, executives and technicians",340
2017,services,transportation and storage,"clerical, sales and services workers",130
2017,services,transportation and storage,"production and transport operators, cleaners and labourers",420
2017,services,accommodation and food services,total,470
2017,services,accommodation and food services,"professionals, managers, executives and technicians",150
