Employee_ID,Age,Gender,Department,Job_Role,Work_Experience,Work_Hours_per_Week,Remote_Work,Workload_Score,Job_Satisfaction,Sleep_Hours,Physical_Activity_Hrs,Caffeine_Intake,Stress_Level,Mental_Health_Score
E0596,42,Other,HR,Intern,29,58,No,3,6,5.4,0.8,0,3.9,72.5
E0597,47,Male,HR,Executive,16,41,Yes,8,3,5.2,1.8,6,7.3,44.0
E0598,46,Male,Sales,Team Lead,20,46,Yes,6,9,8.6,1.0,6,3.3,72.3
E0599,43,Male,Sales,Developer,15,49,Yes,7,8,7.7,1.4,6,4.3,63.3
E0600,48,Other,Finance,Team Lead,1,55,Yes,7,9,5.6,0.1,6,5.0,63.7
E0601,34,Male,Finance,Analyst,17,48,No,5,5,7.8,1.1,0,4.9,66.2
E0602,54,Male,Marketing,Developer,24,41,Yes,3,3,4.1,0.1,3,4.9,59.0
E0603,55,Female,IT,Manager,13,50,No,8,4,6.6,0.5,2,4.5,65.7
E0604,56,Male,Finance,Executive,27,63,No,4,5,5.3,1.1,2,6.2,53.3
E0605,22,Male,Sales,Executive,15,36,No,6,9,4.6,1.6,2,5.5,57.8
E0606,42,Female,Finance,Manager,16,64,Yes,3,9,8.4,1.1,1,2.3,81.8
E0607,27,Female,HR,Analyst,16,44,No,3,3,5.0,1.9,6,5.8,52.4
E0608,49,Male,IT,Manager,2,30,Yes,9,7,8.1,1.6,6,5.6,56.0
E0609,38,Male,Marketing,Intern,17,55,Yes,8,6,6.1,0.3,4,6.5,41.7
E0610,26,Male,HR,Analyst,11,64,No,6,4,4.1,0.8,1,4.3,69.6
E0611,52,Male,HR,Developer,8,54,No,4,5,7.7,1.3,4,4.5,58.9
E0612,26,Female,IT,Manager,20,44,No,3,2,7.0,1.9,5,4.5,61.5
E0613,59,Male,Marketing,Analyst,3,51,No,7,7,5.7,2.0,4,5.7,53.4
E0614,24,Male,Sales,Developer,29,35,No,7,4,5.4,1.5,4,8.0,40.0
E0615,44,Male,Marketing,Manager,12,44,No,6,2,4.4,1.1,3,6.7,43.0
E0616,58,Female,Finance,Executive,20,53,No,4,6,8.7,1.5,2,3.3,77.8
E0617,58,Female,HR,Manager,16,50,Yes,6,2,6.5,0.5,6,5.9,58.2
E0618,31,Female,Finance,Team Lead,14,36,Yes,3,2,4.4,0.6,1,3.9,73.4
E0619,31,Male,Sales,Manager,16,58,No,9,7,8.3,1.3,5,6.3,52.1
E0620,40,Female,Finance,Team Lead,27,61,No,9,1,5.4,1.7,1,8.7,40.0
E0621,38,Female,Marketing,Developer,21,61,Yes,7,7,5.0,1.9,6,5.7,53.6
E0622,42,Male,Finance,Manager,17,34,Yes,9,5,5.4,0.7,3,7.9,40.0
E0623,35,Male,Sales,Developer,11,33,Yes,5,1,6.8,1.6,4,6.9,44.8
E0624,30,Male,Sales,Developer,17,51,No,6,6,4.4,1.7,5,5.6,59.5
E0625,22,Male,Sales,Analyst,19,47,No,9,7,6.4,1.2,2,6.9,46.6
E0626,34,Male,Marketing,Developer,22,64,No,5,1,8.5,0.7,6,7.8,42.8
E0627,25,Male,Sales,Developer,1,46,No,5,9,4.9,1.2,0,3.3,73.8
E0628,22,Male,HR,Manager,27,53,No,8,7,5.7,1.2,0,6.7,41.9
E0629,53,Female,Sales,Manager,12,31,Yes,7,1,6.0,1.2,3,7.2,40.4
E0630,55,Male,Finance,Executive,15,42,Yes,6,3,6.9,1.2,2,6.9,47.9
E0631,49,Female,Finance,Analyst,18,44,Yes,5,5,8.6,1.7,0,3.8,68.1
E0632,52,Female,Finance,Developer,28,34,No,3,4,6.0,0.3,0,4.6,63.5
E0633,29,Female,Marketing,Analyst,23,32,Yes,9,2,4.3,0.7,6,7.5,40.7
E0634,47,Female,Finance,Team Lead,14,66,No,8,1,5.7,1.2,5,6.0,57.4
E0635,55,Male,Marketing,Developer,1,66,No,4,4,5.0,0.6,5,6.4,51.4
E0636,24,Female,Marketing,Analyst,13,66,Yes,9,7,7.3,2.0,6,5.7,56.4
E0637,33,Male,Sales,Executive,15,32,No,9,4,4.1,0.5,1,6.8,46.1
E0638,22,Male,HR,Executive,7,64,No,9,9,5.5,0.9,6,5.3,55.1
E0639,26,Female,Sales,Developer,15,52,Yes,8,8,6.7,1.8,2,7.2,43.1
E0640,51,Male,Sales,Team Lead,20,57,Yes,4,8,5.4,0.2,0,5.1,65.7
E0641,51,Male,Marketing,Executive,10,59,No,7,5,6.8,1.6,5,5.6,56.7
E0642,38,Female,Marketing,Executive,14,47,Yes,6,1,4.6,1.1,6,7.8,40.0
E0643,44,Female,Finance,Team Lead,6,65,Yes,6,9,8.7,0.1,5,2.8,76.3
E0644,36,Female,Finance,Analyst,14,62,No,4,2,5.5,1.8,5,6.0,56.3
E0645,58,Male,Sales,Executive,24,55,No,9,6,8.6,0.1,1,5.8,52.0
E0646,42,Female,IT,Manager,25,69,Yes,3,5,5.6,1.0,2,4.6,62.6
E0647,35,Male,IT,Intern,22,46,No,4,8,7.9,0.1,4,2.0,80.6
E0648,23,Female,Finance,Intern,12,69,No,4,3,5.2,0.1,5,4.7,61.6
E0649,32,Female,IT,Executive,11,36,Yes,6,6,7.3,1.8,2,5.2,59.8
E0650,59,Female,Finance,Analyst,29,37,No,5,6,5.6,1.5,3,5.0,59.1
E0651,55,Female,Marketing,Analyst,25,60,Yes,3,3,6.5,0.4,1,3.2,74.5
E0652,59,Male,Sales,Developer,20,41,Yes,6,7,7.4,1.2,4,3.7,66.9
E0653,55,Female,HR,Manager,22,60,No,8,4,6.9,1.6,5,7.0,42.3
E0654,39,Female,Sales,Analyst,24,48,No,4,5,6.9,1.8,6,4.7,68.8
E0655,51,Male,Finance,Team Lead,25,39,Yes,5,9,4.3,0.9,5,4.8,61.2
E0656,36,Female,Finance,Manager,19,68,No,3,6,5.2,1.8,1,4.1,68.3
E0657,48,Male,Sales,Intern,2,41,No,7,4,6.9,1.0,1,5.1,56.8
E0658,55,Female,Finance,Manager,22,49,No,3,8,4.1,1.4,0,3.2,74.6
E0659,59,Female,IT,Team Lead,20,66,Yes,3,9,5.3,2.0,5,3.6,70.4
E0660,54,Female,IT,Executive,1,36,No,9,5,5.1,0.5,2,6.2,53.7
E0661,45,Male,Finance,Team Lead,8,43,Yes,4,2,5.2,0.3,1,4.5,67.2
E0662,36,Female,Finance,Team Lead,25,40,Yes,4,6,6.7,0.7,1,3.8,73.1
E0663,51,Female,IT,Executive,14,36,No,7,8,6.9,0.3,3,5.2,58.6
E0664,38,Female,Finance,Executive,9,58,No,7,5,8.5,0.6,3,3.8,75.7
E0665,26,Male,Finance,Executive,2,39,No,7,1,5.9,1.5,3,6.9,47.2
E0666,50,Male,Sales,Executive,25,58,Yes,6,8,8.6,1.0,1,4.7,58.1
E0667,25,Female,HR,Executive,23,38,Yes,6,9,7.3,0.8,4,4.8,66.2
E0668,31,Male,IT,Team Lead,5,65,No,4,1,8.6,0.7,2,4.2,66.4
E0669,38,Female,Sales,Developer,23,39,Yes,4,8,8.2,0.4,1,3.6,74.6
E0670,31,Female,HR,Developer,29,48,No,7,2,7.4,0.9,6,7.5,40.0
E0671,38,Female,Finance,Analyst,25,60,Yes,6,4,5.8,1.2,6,6.4,48.6
E0672,41,Female,Finance,Developer,8,46,No,5,2,5.2,0.3,0,5.7,56.6
E0673,45,Female,Sales,Intern,16,38,No,6,2,5.1,1.9,6,4.3,66.3
E0674,26,Male,Finance,Developer,22,62,No,4,3,8.8,0.9,5,4.8,61.2
E0675,55,Male,Marketing,Team Lead,16,63,No,6,8,8.8,1.9,4,5.6,47.8
E0676,27,Male,Sales,Executive,13,53,No,4,4,7.6,0.3,4,5.3,55.4
E0677,23,Male,HR,Executive,20,38,Yes,7,7,8.4,1.5,2,5.7,51.5
E0678,34,Female,Sales,Team Lead,29,36,Yes,9,3,8.6,1.2,4,7.2,40.0
E0679,32,Female,IT,Intern,15,45,No,7,3,6.6,1.6,2,7.3,40.0
E0680,44,Female,Sales,Developer,1,48,Yes,7,2,7.1,1.2,6,6.9,50.4
E0681,37,Female,Finance,Team Lead,22,68,No,5,6,6.1,1.9,4,3.1,78.7
E0682,52,Other,Finance,Analyst,3,35,Yes,9,6,6.1,1.3,5,7.5,40.0
E0683,32,Female,Marketing,Executive,6,40,Yes,5,1,4.2,1.6,2,5.7,52.6
E0684,37,Female,Marketing,Manager,22,41,No,4,7,6.2,1.8,3,4.0,66.2
E0685,29,Female,Marketing,Analyst,14,42,No,3,4,7.4,1.4,3,4.8,63.9
E0686,25,Male,HR,Intern,4,41,No,8,3,6.1,1.0,4,6.3,50.8
E0687,25,Male,Marketing,Analyst,18,50,No,5,8,8.4,0.5,4,2.8,75.5
E0688,46,Male,HR,Team Lead,15,39,No,4,2,5.7,1.7,6,5.9,51.0
E0689,24,Female,Marketing,Developer,9,49,Yes,9,9,4.7,1.0,2,5.0,63.2
E0690,53,Female,HR,Executive,18,65,Yes,6,8,8.1,1.2,6,4.1,71.8
E0691,24,Male,Sales,Intern,3,57,No,9,8,7.4,0.2,2,6.9,42.1
E0692,48,Male,Sales,Intern,10,53,No,7,3,5.2,1.0,5,8.3,40.0
E0693,50,Female,Finance,Manager,17,34,No,7,4,6.7,1.4,1,4.4,65.2
E0694,53,Male,HR,Analyst,7,66,No,7,2,6.0,1.2,3,6.6,46.6
E0695,40,Male,IT,Manager,15,41,Yes,4,2,8.7,0.9,1,6.1,54.6
E0696,42,Female,Finance,Developer,1,64,Yes,7,4,7.0,0.4,1,5.7,53.9
E0697,26,Male,Sales,Developer,27,69,No,5,6,4.8,0.6,0,5.7,60.1
E0698,39,Male,HR,Manager,25,31,Yes,6,5,6.5,1.4,2,6.3,53.2
E0699,49,Female,Marketing,Executive,27,68,Yes,7,1,8.3,0.4,0,6.1,49.1
E0700,43,Female,IT,Developer,11,38,Yes,4,1,7.4,1.2,0,5.8,53.8
E0701,42,Female,Sales,Manager,17,51,Yes,6,6,8.2,1.2,1,5.3,54.7
E0702,27,Male,Finance,Analyst,5,34,No,7,3,5.3,1.9,0,7.6,40.0
E0703,22,Male,HR,Manager,7,41,No,3,3,8.4,0.1,5,2.6,81.8
E0704,26,Male,IT,Manager,19,30,No,7,7,7.8,0.2,2,6.3,50.3
E0705,33,Female,HR,Team Lead,25,51,No,8,1,7.6,1.0,1,8.0,42.3
E0706,47,Female,Marketing,Developer,24,67,Yes,9,1,5.7,1.1,2,7.1,40.0
E0707,55,Male,Finance,Executive,29,48,No,5,3,8.4,0.1,5,5.0,59.9
E0708,35,Female,HR,Executive,15,45,Yes,6,8,7.2,1.7,4,5.2,56.9
E0709,47,Male,Sales,Team Lead,3,60,Yes,5,1,8.3,1.0,0,4.7,61.5
E0710,48,Male,Finance,Intern,15,32,Yes,3,4,5.8,0.7,1,3.5,72.1
E0711,30,Male,Sales,Executive,5,52,No,3,9,4.7,0.6,3,3.2,72.4
E0712,47,Male,HR,Manager,23,47,No,8,4,5.7,1.7,2,6.4,51.7
E0713,43,Female,Finance,Team Lead,12,55,No,5,8,6.3,0.4,6,4.4,70.1
E0714,51,Female,Sales,Analyst,20,42,No,6,7,6.7,0.3,5,5.6,48.2
E0715,38,Male,Marketing,Developer,5,47,Yes,3,3,6.6,0.4,0,4.8,65.8
E0716,47,Female,Marketing,Developer,3,32,No,3,7,6.7,1.3,2,3.4,80.4
E0717,57,Male,HR,Developer,9,52,No,7,7,8.2,1.6,5,5.8,54.2
E0718,22,Female,Finance,Manager,26,32,Yes,8,3,4.9,0.7,2,7.2,40.6
E0719,29,Female,IT,Analyst,9,54,Yes,9,2,5.6,0.3,4,7.2,40.7
E0720,56,Male,Finance,Team Lead,7,56,No,4,9,8.4,0.4,6,4.1,66.3
E0721,36,Female,Marketing,Team Lead,26,56,No,9,1,6.8,1.2,5,5.6,56.5
E0722,43,Male,Sales,Developer,2,68,No,9,7,6.9,0.5,2,6.3,48.3
E0723,35,Male,IT,Analyst,23,54,No,3,4,6.4,1.8,6,3.9,68.6
E0724,47,Male,HR,Analyst,23,53,No,6,2,6.7,0.2,4,5.4,53.9
E0725,49,Female,IT,Analyst,27,37,Yes,6,2,5.0,0.1,4,6.9,43.4
E0726,44,Female,HR,Executive,21,38,Yes,7,8,6.7,0.2,4,5.4,55.6
E0727,35,Male,IT,Executive,16,66,Yes,6,7,9.0,1.7,0,3.6,71.1
E0728,45,Female,HR,Developer,9,59,Yes,7,7,6.8,1.3,5,3.9,64.4
E0729,23,Female,HR,Analyst,13,48,No,3,5,4.2,1.9,2,3.2,73.4
E0730,47,Female,IT,Intern,28,45,No,3,8,8.0,0.7,2,4.6,62.6
E0731,35,Female,IT,Analyst,27,53,No,9,2,6.0,0.4,6,9.7,40.0
E0732,28,Female,HR,Team Lead,19,50,Yes,3,2,4.8,1.1,6,5.2,62.6
E0733,24,Male,Marketing,Team Lead,20,65,No,3,5,8.3,1.1,5,2.3,81.3
E0734,44,Male,IT,Developer,17,69,Yes,4,1,5.0,1.2,4,5.8,49.9
E0735,39,Other,Finance,Intern,6,68,Yes,8,6,8.6,0.7,2,3.6,71.6
E0736,59,Male,Sales,Analyst,4,35,No,9,4,6.2,0.0,2,7.5,40.0
E0737,56,Other,HR,Intern,1,34,No,9,6,7.7,0.1,4,5.4,54.6
E0738,36,Female,HR,Developer,18,43,Yes,8,7,6.7,1.3,3,4.6,62.3
E0739,46,Male,Sales,Team Lead,19,33,Yes,4,3,5.3,1.0,3,6.2,48.8
E0740,58,Male,Marketing,Team Lead,9,37,No,3,8,7.4,1.6,4,2.8,74.4
E0741,49,Male,Sales,Executive,13,53,Yes,6,7,8.8,0.6,6,5.2,56.9
E0742,31,Female,IT,Developer,8,40,Yes,7,1,7.8,1.6,0,8.0,40.0
E0743,38,Male,Sales,Developer,23,46,No,9,6,7.0,0.9,6,6.4,48.9
E0744,43,Male,HR,Analyst,13,50,Yes,8,7,9.0,0.2,6,5.3,54.6
E0745,47,Male,Sales,Analyst,15,55,Yes,5,4,5.3,2.0,2,6.5,45.4
E0746,46,Male,Finance,Executive,11,56,Yes,7,2,4.3,1.0,6,6.7,46.8
E0747,38,Female,IT,Manager,12,45,No,5,9,4.2,1.3,2,5.3,54.6
E0748,34,Male,Sales,Intern,14,55,No,5,7,7.6,1.3,3,2.2,79.7
E0749,41,Female,HR,Manager,4,62,Yes,9,1,8.2,0.7,6,7.3,40.0
E0750,46,Male,IT,Manager,1,60,Yes,3,8,7.2,1.5,4,3.2,71.5
E0751,25,Male,HR,Developer,24,35,Yes,5,3,8.5,1.7,5,4.0,68.3
E0752,31,Male,Marketing,Intern,4,37,Yes,3,4,7.5,0.8,5,4.4,63.9
E0753,24,Male,Finance,Developer,19,36,No,4,5,5.9,1.3,6,4.7,66.6
E0754,39,Other,Marketing,Intern,9,63,No,6,1,4.9,1.5,0,6.2,46.9
E0755,57,Female,Finance,Team Lead,10,43,Yes,5,6,8.6,0.4,6,3.5,75.5
E0756,43,Male,Sales,Developer,4,45,Yes,9,6,4.5,0.7,4,6.1,51.9
E0757,55,Female,IT,Developer,20,38,Yes,6,2,6.7,0.2,3,4.7,66.9
E0758,29,Male,Sales,Developer,9,39,Yes,3,6,5.6,1.2,3,5.4,60.9
E0759,40,Male,Finance,Executive,13,46,Yes,5,8,5.4,1.6,6,4.1,65.9
E0760,58,Other,Finance,Developer,12,41,No,7,6,7.2,1.2,2,4.2,62.2
E0761,27,Female,Finance,Analyst,11,35,No,9,4,5.2,0.4,1,7.3,41.2
E0762,47,Other,HR,Analyst,12,48,No,4,4,8.6,1.1,0,4.6,57.3
E0763,55,Male,IT,Intern,18,58,Yes,8,9,6.0,1.7,0,4.5,66.0
E0764,27,Female,Sales,Team Lead,12,35,No,4,6,7.4,0.6,1,3.7,70.9
E0765,58,Male,Sales,Executive,16,54,Yes,5,8,7.6,1.7,5,5.1,57.4
E0766,54,Male,Marketing,Intern,5,53,Yes,9,8,7.4,1.6,5,4.7,61.1
E0767,43,Female,Finance,Analyst,20,54,No,4,7,8.5,0.0,5,2.9,73.7
E0768,42,Male,Finance,Executive,25,45,Yes,8,3,5.2,0.5,3,5.3,57.5
E0769,27,Female,Finance,Executive,12,45,No,7,1,4.4,1.1,4,9.2,40.0
E0770,27,Female,Sales,Team Lead,21,35,No,6,5,4.3,1.4,0,6.5,47.9
E0771,25,Male,Marketing,Executive,25,66,No,7,2,8.4,1.8,1,6.3,50.7
E0772,51,Female,HR,Developer,11,50,No,4,2,8.9,1.3,2,4.2,68.4
E0773,32,Female,IT,Executive,9,33,Yes,8,7,5.5,0.8,6,5.3,58.9
E0774,51,Male,HR,Team Lead,18,63,No,6,3,7.5,0.4,2,5.5,55.1
E0775,52,Female,Sales,Intern,25,57,No,9,8,4.0,1.5,6,6.9,46.1
E0776,45,Female,Finance,Team Lead,3,67,No,8,9,4.9,0.4,3,4.5,64.4
E0777,30,Male,IT,Team Lead,20,57,Yes,7,8,7.4,1.4,0,4.4,65.2
E0778,24,Female,Sales,Analyst,17,46,No,3,6,4.3,0.4,4,4.9,57.7
E0779,52,Other,Sales,Developer,14,43,Yes,3,5,6.3,0.2,0,5.6,51.5
E0780,58,Male,Sales,Analyst,1,36,No,6,3,7.3,0.5,6,6.4,49.6
E0781,57,Female,IT,Intern,17,51,Yes,6,3,7.8,0.6,5,5.1,60.7
E0782,45,Male,IT,Manager,25,30,No,6,7,6.3,1.3,2,4.7,60.5
E0783,52,Female,Marketing,Intern,27,58,Yes,3,5,7.2,0.3,0,4.2,69.9
E0784,27,Female,Marketing,Developer,8,60,Yes,7,6,6.7,1.9,2,5.3,64.2
E0785,23,Male,HR,Executive,5,59,Yes,6,6,4.3,1.1,1,6.2,55.7
E0786,41,Male,IT,Team Lead,5,44,Yes,3,9,7.7,1.0,1,1.9,84.0
E0787,49,Female,IT,Manager,9,47,Yes,6,1,4.9,0.9,2,8.4,40.0
E0788,32,Male,IT,Developer,3,64,Yes,6,8,4.2,1.1,4,4.9,63.2
E0789,25,Female,Marketing,Analyst,19,59,No,8,5,6.3,0.0,4,5.8,55.6
E0790,36,Male,Sales,Team Lead,23,63,No,6,6,8.3,2.0,0,5.4,53.5
E0791,27,Female,Finance,Intern,9,40,No,3,6,4.8,1.1,2,3.1,74.5
E0792,51,Female,Marketing,Analyst,22,56,Yes,7,1,4.1,0.1,3,7.6,41.2
E0793,59,Female,IT,Developer,18,53,Yes,3,3,4.5,1.2,4,6.3,46.9
E0794,23,Male,Marketing,Developer,16,64,Yes,3,6,5.8,0.9,6,2.7,76.2
E0795,36,Female,HR,Intern,1,68,No,6,9,6.9,0.0,4,5.3,55.8
E0796,32,Female,IT,Manager,2,37,No,8,6,5.0,1.8,5,5.1,58.0
E0797,29,Male,HR,Intern,14,47,Yes,5,6,8.0,0.0,1,5.2,53.7
E0798,47,Male,IT,Executive,14,42,Yes,9,1,7.8,1.2,4,6.9,46.9
E0799,26,Male,Marketing,Analyst,1,53,No,5,9,7.5,1.9,6,4.7,60.2
E0800,27,Female,Sales,Manager,26,52,No,5,4,6.4,0.5,4,4.7,63.0
E0801,47,Female,Finance,Team Lead,26,41,No,3,2,5.8,0.5,6,4.6,63.5
E0802,25,Male,HR,Executive,25,59,No,6,1,5.9,0.0,5,5.8,50.6
E0803,40,Female,Marketing,Manager,16,60,Yes,9,3,6.5,0.1,6,5.1,53.9
E0804,41,Male,Sales,Analyst,15,57,Yes,5,3,4.4,0.1,4,4.8,61.9
E0805,54,Male,Marketing,Developer,26,51,Yes,4,5,7.4,1.6,5,2.7,77.1
E0806,41,Other,HR,Team Lead,15,57,Yes,4,1,5.8,1.7,2,3.8,71.0
E0807,33,Female,Finance,Intern,12,42,Yes,4,7,5.1,1.5,2,4.4,67.2
E0808,22,Female,Marketing,Analyst,16,54,No,7,1,5.4,0.7,1,8.7,40.0
E0809,47,Male,IT,Executive,14,36,Yes,6,4,4.9,1.6,0,7.7,40.0
E0810,35,Female,Sales,Executive,29,35,Yes,3,6,8.5,1.1,5,2.2,85.5
E0811,59,Female,Marketing,Developer,24,53,Yes,3,1,4.8,0.6,4,5.4,61.1
E0812,58,Male,Sales,Developer,15,48,Yes,6,7,8.4,0.9,0,5.6,49.7
E0813,32,Female,IT,Team Lead,23,48,Yes,8,7,6.9,0.1,2,4.5,67.5
E0814,57,Female,Finance,Intern,15,65,No,9,3,8.3,1.9,4,8.2,40.0
E0815,34,Female,Finance,Team Lead,19,38,No,8,4,6.4,1.2,0,7.9,40.0
E0816,24,Male,IT,Developer,8,65,Yes,7,6,8.6,1.5,5,3.3,72.0
E0817,54,Female,Sales,Developer,2,67,No,6,7,5.1,1.4,5,2.9,79.0
E0818,27,Female,Marketing,Executive,2,69,Yes,8,4,6.8,1.3,0,6.2,49.3
E0819,31,Male,IT,Developer,27,58,No,9,9,4.6,0.0,6,7.0,40.0
E0820,26,Female,HR,Manager,10,53,Yes,7,9,6.2,1.1,5,3.4,71.1
E0821,44,Female,Sales,Analyst,3,34,Yes,5,9,6.8,1.6,3,1.8,87.2
E0822,31,Male,Finance,Developer,23,55,No,5,6,7.0,0.1,2,4.6,61.9
E0823,23,Male,IT,Team Lead,17,43,Yes,7,2,5.8,1.9,1,7.5,40.0
E0824,34,Female,Finance,Intern,8,68,Yes,6,2,4.4,0.8,1,6.0,48.2
E0825,23,Female,Sales,Intern,28,58,Yes,5,4,7.3,0.6,3,4.5,61.6
E0826,41,Female,Finance,Intern,23,35,Yes,6,9,6.4,1.1,0,4.9,58.3
E0827,22,Male,IT,Manager,4,36,Yes,8,3,4.7,1.6,5,6.5,49.7
E0828,58,Other,Sales,Team Lead,14,66,No,5,6,8.7,0.9,3,3.5,70.8
E0829,30,Male,HR,Manager,21,47,No,9,2,8.8,1.3,3,7.5,40.0
E0830,38,Male,IT,Developer,10,52,No,9,1,8.3,1.0,5,8.0,40.0
E0831,30,Female,Marketing,Analyst,29,67,Yes,8,5,8.2,1.3,2,5.8,55.2
E0832,32,Male,IT,Intern,1,30,Yes,9,8,4.5,0.3,5,7.8,40.0
E0833,36,Male,Sales,Team Lead,4,33,Yes,6,2,9.0,0.1,5,6.5,46.4
E0834,45,Male,IT,Intern,1,64,Yes,6,9,6.0,0.3,6,4.0,67.2
E0835,59,Male,HR,Manager,17,52,No,9,8,4.8,0.6,4,5.1,61.1
E0836,56,Male,HR,Executive,26,56,Yes,4,3,8.1,0.5,0,5.7,52.3
E0837,51,Other,Marketing,Developer,17,55,No,7,1,5.1,1.2,1,8.3,40.0
E0838,52,Male,Finance,Analyst,7,37,Yes,3,4,6.6,0.9,1,4.2,68.3
E0839,26,Female,Sales,Developer,23,45,Yes,7,8,4.6,0.1,3,5.7,52.7
E0840,35,Female,Sales,Executive,20,32,Yes,9,3,6.4,0.1,6,8.1,40.0
E0841,32,Female,Finance,Analyst,15,61,Yes,6,2,6.8,0.2,3,7.8,40.0
E0842,30,Male,HR,Executive,13,34,Yes,6,7,6.2,0.7,3,5.8,55.4
E0843,55,Female,HR,Developer,28,49,Yes,7,4,4.3,0.0,0,7.0,43.4
E0844,33,Female,IT,Manager,2,43,Yes,6,6,6.4,1.0,3,6.0,53.2
E0845,56,Female,Marketing,Developer,28,61,No,8,5,6.3,0.7,3,7.5,43.4
E0846,56,Female,Marketing,Developer,19,55,No,5,2,5.3,1.1,4,6.3,48.6
E0847,22,Female,Marketing,Developer,24,35,Yes,6,2,8.6,1.4,0,6.8,41.0
E0848,43,Male,IT,Team Lead,13,65,Yes,9,9,6.1,0.5,2,5.1,58.1
E0849,50,Female,Marketing,Executive,24,69,No,9,2,8.3,0.3,6,8.4,40.0
E0850,29,Female,Finance,Executive,11,34,No,7,8,4.5,0.6,2,4.8,62.1
E0851,32,Female,IT,Intern,27,42,No,7,8,5.6,0.0,5,4.2,63.2
E0852,58,Other,Finance,Executive,22,61,Yes,7,1,4.9,0.2,4,7.2,41.8
E0853,35,Male,IT,Intern,15,45,No,9,1,6.0,1.5,1,6.8,47.1
E0854,51,Other,Marketing,Team Lead,10,30,No,4,4,4.6,0.4,5,4.5,63.6
E0855,56,Male,Finance,Manager,9,42,Yes,9,2,6.2,2.0,2,8.1,40.0
E0856,42,Male,Finance,Intern,27,40,No,8,1,5.8,0.3,0,7.9,40.0
E0857,58,Male,Finance,Developer,28,37,Yes,9,9,5.1,1.6,1,6.6,45.3
E0858,26,Male,IT,Manager,9,54,No,8,3,7.2,1.4,3,7.4,41.5
E0859,40,Female,Sales,Team Lead,20,69,No,9,1,8.8,0.6,0,7.9,40.0
E0860,35,Male,Marketing,Executive,28,61,No,9,2,5.0,0.7,1,7.2,41.9
E0861,47,Male,Finance,Intern,1,53,No,4,8,7.6,1.1,2,4.3,64.1
E0862,25,Female,Sales,Developer,17,57,Yes,8,5,7.7,1.7,5,6.0,54.3
E0863,46,Female,Marketing,Analyst,12,43,No,4,7,6.5,0.8,3,4.1,65.9
E0864,46,Female,Marketing,Analyst,10,32,No,8,6,8.5,0.1,3,5.8,54.5
E0865,39,Female,Finance,Manager,5,65,No,4,1,8.8,0.7,6,6.7,48.0
E0866,29,Female,Finance,Executive,29,56,No,4,6,5.8,0.4,0,3.2,70.6
E0867,35,Male,IT,Analyst,18,49,No,8,7,7.3,1.9,5,5.3,58.0
E0868,53,Male,Sales,Manager,15,44,No,4,4,7.3,1.4,3,5.1,51.1
E0869,59,Female,Sales,Team Lead,6,56,No,9,8,6.0,0.1,1,6.1,50.9
E0870,54,Male,Finance,Manager,7,57,No,8,8,5.6,0.6,6,5.2,60.1
E0871,44,Female,Marketing,Manager,17,54,Yes,4,7,8.7,0.1,6,1.6,88.2
E0872,36,Male,Finance,Manager,6,62,No,9,2,7.9,1.7,4,7.2,44.8
E0873,54,Male,Marketing,Developer,8,43,Yes,9,6,4.6,1.8,2,7.3,42.7
E0874,46,Female,Marketing,Manager,12,37,Yes,7,6,4.6,0.2,0,6.5,46.4
E0875,38,Female,Finance,Intern,21,43,Yes,3,7,8.6,0.9,5,2.8,73.0
E0876,54,Female,HR,Manager,14,30,No,8,6,4.4,1.9,4,6.7,46.7
E0877,23,Female,Sales,Developer,12,45,No,4,2,7.4,0.3,4,4.1,68.6
E0878,35,Male,Marketing,Developer,23,47,No,7,8,5.1,0.6,0,5.7,49.1
E0879,27,Male,Marketing,Team Lead,10,36,Yes,3,4,4.2,0.6,1,4.7,63.6
E0880,27,Female,HR,Executive,22,44,No,4,9,4.3,0.1,5,3.9,69.1
E0881,24,Female,IT,Analyst,20,53,No,3,8,5.9,0.1,2,3.0,74.9
E0882,28,Male,HR,Analyst,15,42,Yes,8,3,4.4,1.9,0,7.6,40.5
E0883,29,Female,HR,Manager,7,38,Yes,9,3,7.0,1.1,5,7.9,40.0
E0884,36,Male,Marketing,Team Lead,26,44,Yes,9,8,7.2,0.6,4,6.1,50.2
E0885,50,Male,Sales,Manager,9,64,No,3,2,5.9,0.8,4,3.2,70.6
E0886,54,Male,HR,Analyst,10,53,No,9,9,7.7,1.4,0,5.7,55.6
E0887,51,Female,IT,Developer,10,62,Yes,5,4,6.5,0.7,5,4.9,56.9
E0888,48,Female,Finance,Executive,16,45,No,6,6,6.2,0.5,4,4.5,61.9
E0889,57,Male,HR,Team Lead,29,37,Yes,9,3,6.0,0.2,0,8.8,40.0
E0890,50,Female,HR,Developer,7,58,Yes,5,3,6.2,1.5,6,4.7,61.9
E0891,59,Male,IT,Executive,28,52,Yes,8,3,8.8,0.4,0,5.7,59.5
E0892,54,Male,Sales,Team Lead,5,60,Yes,8,2,7.4,0.1,2,4.9,62.6
E0893,58,Male,HR,Team Lead,23,69,Yes,3,8,5.6,0.9,0,4.7,64.7
E0894,48,Male,HR,Analyst,3,43,Yes,9,9,7.7,0.1,6,6.3,52.2
